Park,Name,Unit Code,Park Type,Region,State,Sum Visits,Year,Month,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,3,151077,664,518,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,4,193914,1863,2465,38,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,5,225789,1493,1458,60,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,6,238499,1636,1461,56,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,7,211928,1536,1293,20,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,8,167686,2279,1779,33,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,9,193002,1415,2120,37,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,10,169983,1166,2081,42,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,11,98362,1159,1661,26,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,12,53914,535,458,0,38.68,-109.57
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,1,9660,0,0,0,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,2,10908,0,0,4,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,3,22784,57,0,41,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,4,31658,110,46,101,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,5,72568,57,8,107,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,6,162676,369,87,238,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,7,209064,638,68,141,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,8,189830,536,95,163,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,9,103606,312,42,121,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,10,40449,80,4,54,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,11,17791,0,0,2,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2012,12,12412,23,0,7,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,1,11882,0,0,0,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,2,11033,27,0,0,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,3,18258,68,46,16,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,4,20750,65,57,28,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,5,65043,825,247,38,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,6,177507,1938,342,542,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,7,225096,2937,327,298,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,8,208579,1596,456,294,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,9,104029,1482,456,163,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,10,25530,213,38,43,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,11,16663,148,91,7,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2013,12,8002,19,11,0,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,1,9548,11,8,0,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,2,8671,19,0,0,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,3,15898,38,0,29,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,4,25054,95,53,60,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,5,63131,779,194,336,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,6,168011,1596,714,316,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,7,210370,1972,589,181,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,8,208807,1805,627,245,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,9,96882,950,304,113,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,10,36929,1235,186,110,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,11,13973,122,46,24,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2014,12,10820,0,19,5,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,1,10414,0,11,0,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,2,10942,11,8,8,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,3,21924,0,0,89,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,4,27193,30,46,123,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,5,68239,338,80,168,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,6,191593,790,220,278,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,7,245400,1417,42,211,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,8,231866,1288,198,233,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,9,117724,483,129,186,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,10,34498,190,76,95,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,11,16771,80,46,30,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2015,12,12790,0,0,24,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,1,10826,0,0,0,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,2,10921,30,0,14,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,3,20501,350,30,51,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,4,22812,255,34,55,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,5,78863,840,42,143,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,6,196209,1706,251,192,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,7,249194,1607,228,169,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,8,217071,1550,334,353,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,9,129350,939,475,326,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,10,33380,475,106,93,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,11,17970,182,0,14,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2016,12,9166,0,0,0,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,1,10380,6,0,4,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,2,11149,5,0,7,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,3,21498,25,0,89,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,4,23166,73,53,242,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,5,85967,704,162,386,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,6,213966,1749,170,439,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,7,263506,1039,158,285,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,8,237125,767,177,738,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,9,127598,380,96,112,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,10,33426,155,35,85,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,11,16807,23,7,38,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2017,12,9737,4,1,8,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,1,10610,2,4,5,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,2,9456,4,0,7,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,3,16616,29,4,129,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,4,21343,42,31,120,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,5,84527,358,139,527,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,6,208645,516,158,470,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,7,263863,818,161,652,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,8,217350,603,101,526,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,9,116826,411,148,338,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,10,33527,133,30,141,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,11,16442,4,2,6,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2018,12,9737,0,0,5,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,1,8981,0,0,2,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,2,8059,0,0,0,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,3,16517,7,2,2,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,4,25083,56,12,66,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,5,71885,277,77,408,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,6,201516,755,166,580,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,7,250898,868,221,510,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,8,207743,1014,181,456,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,9,118262,398,196,328,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,10,37727,107,67,129,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,11,15450,5,7,5,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2019,12,8877,3,1,7,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,1,10145,0,0,1,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,2,9979,3,1,17,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,3,17183,37,3,84,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,4,17290,71,17,142,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,5,55637,395,49,606,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,6,167784,773,122,766,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,7,238875,766,122,906,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,8,220523,771,99,830,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,9,109186,687,147,797,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,10,40508,167,107,291,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,11,18926,59,19,62,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2020,12,10896,10,4,12,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,1,14899,12,2,11,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,2,11350,4,0,5,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,3,28182,25,17,103,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,4,42749,128,46,225,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,5,109764,365,79,633,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,6,256041,750,137,677,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,7,288004,693,96,675,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,8,236282,290,26,534,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,9,138477,757,215,455,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,10,66941,155,47,144,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,11,23432,13,23,62,43.75,-102.5
Badlands NP,Badlands National Park,BADL,National Park,Midwest ,SD,9804912,2021,12,8105,2,0,10,43.75,-102.5
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,1,22059,3298,3101,1622,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,2,45585,2518,4282,1142,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,3,32590,6415,7855,4557,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,4,27375,4918,1925,950,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,5,37775,2641,418,541,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,6,19330,1900,180,506,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,7,14397,1518,155,490,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,8,13451,1426,97,326,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,9,16211,1353,138,492,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,10,20958,2643,750,866,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,11,24750,4606,2137,1727,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2012,12,17574,2617,1878,2429,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,1,22986,3923,2902,1801,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,2,46573,2500,5056,1389,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,3,39336,7545,3867,4906,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,4,33664,5929,3408,1186,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,5,39578,3301,1168,872,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,6,17284,2194,240,431,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,7,13801,1863,1255,579,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,8,13856,2016,153,861,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,9,14020,1779,276,528,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,10,30835,1280,385,526,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,11,22710,3735,1322,3230,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2013,12,22310,3482,1930,3069,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,1,28410,4623,3141,2787,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,2,24159,2401,4309,2399,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,3,53839,7214,4603,5291,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,4,38574,6613,3918,1795,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,5,23653,4024,830,1199,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,6,23963,2490,227,462,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,7,14359,2079,178,638,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,8,16246,2092,162,729,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,9,22475,1834,206,589,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,10,29882,4130,722,2095,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,11,17169,5002,1806,3072,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2014,12,21373,4533,1888,3667,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2015,1,30297,5615,2901,2015,29.25,-103.25
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain ,TX,4012473,2015,2,39199,3116,5156,2184,29.25,-103.25
